ISIN,Company_Name,BSE_Scrip_Code,NSE_Symbol
INE752G01015,MSP STEEL & POWER LTD. ,532650,MSPL
INE753K01015,EMMBI INDUSTRIES LTD   ,533161,EMMBI
INE760W01015,RAJSHREE POLYPACK LTD  ,205040,RPPL
INE763I01026,TRANSFORMERS AND RECTIFIERS (I,532928,TRIL
INE776I01010,MEP Infrastructure Developers ,539126,MEP
INE776N01028,LIFELINE DRUGS & PHARMA LTD.  ,506113,
INE777A01023,NATH INDUSTRIES LIMITED,502587,
INE778K01012,EMAMI REALTY LIMITED   ,533218,EMAMIREAL
INE783E01015,HIGH ENERGY BATTERIES (INDIA) ,504176,
INE783X01023,Chemfab Alkalis Ltd    ,541269,CHEMFAB
INE786W01010,RKEC PROJECTS LIMITED  ,200105,RKEC
INE790B01024,KCP SUGAR & INDUSTRIES CORPORA,533192,KCPSUGIND
INE795A01017,PANASONIC ENERGY INDIA COMPANY,504093,
INE796G01012,JINDAL PHOTO LTD.      ,532624,JINDALPHOT
INE798F01010,PANCHMAHAL STEEL LTD.  ,513511,
INE798K01010,KRITI NUTRIENTS LTD    ,533210,
INE799C01023,SANMIT INFRA LIMITED   ,532435,
INE800A01015,Birla Cable Limited    ,500060,BIRLACABLE
INE800W01019,Manas Properties Limited      ,540402,
INE802B01019,LINC PEN & PLASTICS LTD.      ,531241,LINCPEN
INE802D01023,INDAG RUBBER LTD.      ,509162,
INE803H01014,RUCHIRA PAPERS LTD.    ,532785,RUCHIRA
INE806C01018,TIL LTD. ,505196,TIL
INE807K01035,S Chand And Company Limited   ,540497,SCHAND
INE818A01017,SELAN EXPLORATION TECHNOLOGY L,530075,SELAN
INE818B01023,PASUPATI ACRYLON LTD.  ,500456,PASUPTAC
INE819L01012,ELGI RUBBER CO. LTD    ,200535,ELGIRUBCO
INE822C01015,TCPL PACKAGING LTD.    ,523301,TCPLPACK
INE823A01017,KOTHARI PRODUCTS LTD.  ,530299,KOTHARIPRO
INE824Q01011,Manaksia Steels Limited,539044,MANAKSTEEL
INE826B01018,INDIAN TONERS & DEVELOPERS LTD,523586,
INE826C01016,GUJARAT APOLLO INDUSTRIES LTD.,522217,GUJAPOLLO
INE828A01016,BHARTIYA INTERNATIONAL LTD.   ,526666,BIL
INE831A01028,MIRC ELECTRONICS LTD.  ,500279,MIRCELECTR
INE832A01018,MODI RUBBER LTD.,500890,MODIRUBBER
INE834I01025,Khadim India Limited   ,540775,KHADIM
INE835B01035,MOLD-TEK TECHNOLOGIES LTD.    ,526263,MOLDTECH
INE835D01023,HIND RECTIFIERS LTD.   ,504036,HIRECT
INE838E01017,PONNI SUGARS (ERODE) LTD.     ,532460,PONNIERODE
INE839G01010,JOCIL LIMITED   ,204263,JOCIL
INE841D01013,AMAL LTD.,506597,
INE846D01012,LORDS CHLORO ALKALI LTD.      ,500284,
INE848M01019,MAPRO INDUSTRIES LTD.  ,509762,
INE850B01026,ABM KNOWLEDGEWARE LTD. ,531161,
INE853A01022,ADOR FONTECH LTD.      ,530431,
INE854S01022,Generic Engineering Constructi,539407,GENCON
INE855C01015,WEBSOL ENERGY SYSTEM LTD.     ,517498,WEBELSOLAR
INE858F01012,NITCO LTD.      ,532722,NITCO
INE861N01036,GENERIC PHARMASEC LIMITED     ,531592,
INE862B01013,INDIAN ACRYLICS LTD.   ,514165,
INE863B01011,PREMIER EXPLOSIVES LTD.,526247,PREMEXPLN
INE864K01010,IRIS Business Services Limited,540735,
INE864X01013,D P WIRES LIMITED      ,201790,DPWIRES
INE865C01022,ADITYA BIRLA MONEY LTD.,532974,BIRLAMONEY
INE865P01016,Raghuvansh Agrofarms Limited  ,538921,
INE865T01018,Pudumjee Paper Products Limite,539785,PDMJEPAPER
INE866E01026,AMRIT CORP.LTD. ,507525,
INE867C01010,ASM TECHNOLOGIES LTD.  ,526433,
INE869Y01010,TEMBO GLOBAL IND LTD   ,200761,TEMBO
INE872A01014,SREI INFRASTRUCTURE FINANCE LT,523756,SREINFRA
INE875G01030,NANDAN DENIM LIMITED   ,532641,NDL
INE878E01021,SETCO AUTOMOTIVE LTD.  ,505075,SETCO
INE878H01024,INVENTURE GROWTH & SECURITIES ,533506,INVENTURE
INE878I01022,BAFNA PHARMACEUTICALS LTD.    ,532989,BAFNAPH
INE882A01013,MARAL OVERSEAS LTD.    ,521018,MARALOVER
INE883C01025,PACIFIC INDUSTRIES LTD.,523483,
INE885E01034,MAZDA LTD.      ,523792,MAZDA
INE889E01010,PIONEER DISTILLERIES LTD.     ,531879,PIONDIST
INE898S01029,AURUM PROPTECH LIMITED ,539289,AURUM
INE900L01010,MADHYA BHARAT AGRO P. LTD     ,203569,MBAPL
INE902G01016,KG PETROCHEM LTD.      ,531609,
INE903A01025,JAYKAY ENTERPRISES LTD.,500306,
INE903B01023,YANTRA NATURAL RESOURCES LTD. ,531693,
INE903D01011,Monarch Networth Capital Limit,511551,
INE911Z01017,A-1 Acid Limited,542012,
INE912H01013,MBL INFRASTRUCTURES LTD,533152,MBLINFRA
INE914E01040,ALANKIT  ,531082,ALANKIT
INE915B01019,IND-SWIFT LABORATORIES LTD.   ,532305,INDSWFTLAB
INE915K01010,ASIAN HOTELS (WEST) LTD.      ,533221,AHLWEST
INE916G01016,GEECEE VENTURES LIMITED,532764,GEECEE
INE918N01018,VETO SWITCHGEARS AND CABLES LI,539331,VETO
INE920C01017,NTC INDUSTRIES LTD.    ,526723,
INE921D01013,BAMBINO AGRO INDUSTRIES LTD.  ,519295,
INE922R01011,U P ELECTRICALS LIMITED,202251,
INE923A01015,SIL INVESTMENTS LTD.   ,521194,SILINV
INE926C01014,NIKHIL ADHESIVES LTD.  ,526159,
INE926K01017,ASIAN HOTELS (EAST) LTD.      ,533227,AHLEAST
INE928C01010,DAI-ICHI KARKARIA LTD. ,526821,
INE932A01024,PENNAR INDUSTRIES LTD. ,513228,PENIND
INE933A01014,LYKA LABS LTD.  ,500259,LYKALABS
INE934C01018,DR.AGARWALS EYE HOSPITAL LTD. ,526783,
INE935Q01015,Future Supply Chain Solutions ,540798,FSC
INE936A01025,SURAT TEXTILE MILLS LTD.      ,530185,
INE937C01029,NILA INFRASTRUCTURES LTD.     ,530377,NILAINFRA
INE938C01019,LAKSHMI MILLS COMPANY LTD.    ,502958,
INE942G01012,MCLEOD RUSSEL INDIA LTD.      ,532654,MCLEODRUSS
INE942P01013,Diksat Transworld Limited     ,540151,
INE945A01026,JCT LTD. ,500223,
INE945F01025,DECCAN GOLD MINES LTD. ,512068,
INE946H01037,VIPUL LTD.      ,511726,VIPULLTD
INE948A01012,TRIGYN TECHNOLOGIES LTD.      ,517562,TRIGYN
INE949P01018,GENUS PAPER & BOARDS LIMITED  ,538961,GENUSPAPER
INE952A01022,HINDUSTHAN NATIONAL GLASS & IN,515145,HINDNATGLS
INE952H01027,RAJ TELEVISION NETWORK LTD.   ,532826,RAJTV
INE962E01015,SCOOBEE DAY GARMENTS (INDIA) L,531234,
INE965H01011,Siti Networks Ltd.     ,532795,SITINET
INE967G01019,SARASWATI COMMERCIAL (INDIA) L,512020,
INE969C01022,RAGHUVIR SYNTHETICS LTD.      ,514316,
INE970D01010,LOYAL TEXTILE MILLS LTD.      ,514036,
INE973A01010,GOLDEN TOBACCO LTD.    ,500151,GOLDENTOBC
INE976E01023,FOODS & INNS LTD.      ,507552,
INE976R01017,AGI Infra Limited      ,539042,
INE979R01011,Shyam Century Ferrous Limited ,539252,SHYAMCENT
INE980Y01015,SOUTH WEST PINNACLE LTD,206259,SOUTHWEST
INE984B01023,INTEGRA ENGINEERING INDIA LTD.,505358,
INE985A01022,SINCLAIRS HOTELS LTD.  ,523023,
INE985W01018,CREATIVE NEWTECH LIMITED      ,200415,CREATIVE
INE986A01012,BILCARE LTD.    ,526853,
INE986B01036,RADHE DEVELOPERS (INDIA) LTD. ,531273,
INE994B01014,BHARAT IMMUNOLOGICALS & BIOLOG,524663,
INE994E01018,KILPEST INDIA LTD.     ,532067,
INE995D01025,CHEMBOND CHEMICALS LTD.,530871,CHEMBOND
INE997D01021,NEWTIME INFRASTRUCTURE LIMITED,531959,
INE999K01014,ORIENT GREEN POWER COMPANY LTD,533263,GREENPOWER
NA,HARYANA FINANCIAL CORPORATION ,530927,
INE007B01023,Geojit Financial Services Limi,532285,GEOJITFSL
INE00VM01010,Manorama Industries Limited   ,541974,
INE011E01029,BALU FORGE INDUSTRIES LIMITED ,531112,
INE013A01015,RELIANCE CAPITAL LTD.  ,500111,RELCAPITAL
INE015B01018,WIM PLAST LTD.  ,526586,
INE019J01013,Sastasundar Ventures Limited  ,533259,SASTASUNDR
INE01BK01022,Antony Waste Handling Cell Lim,543254,AWHCL
INE01P501012,Xelpmoc Design and Tech Limite,542367,XELPMOC
INE020801028,Spencer's Retail Limited      ,542337,SPENCERS
INE022I01019,ASIAN GRANITO INDIA LTD.      ,532888,ASIANTILES
INE023A01030,NALWA SONS INVESTMENTS LTD.   ,532256,NSIL
INE023H01027,NECTAR LIFESCIENCES LTD.      ,532649,NECLIFE
INE024L01027,GRAVITA INDIA LTD.     ,533282,GRAVITA
INE025A01027,CONSO. FIN. & HOLD. LTD.      ,203559,CONSOFINVT
INE029L01018,KALYANI INVESTMENT COMPANY LTD,533302,KICL
INE032A01023,BOMBAY DYEING & MFG.CO.LTD.   ,500020,BOMDYEING
INE034S01021,Arvind SmartSpaces Limited    ,539301,ARVSMART
INE035D01012,SAVITA OIL TECHNOLOGIES LTD.  ,524667,SOTL
INE037A01022,UNIPHOS ENTERPRISES LTD.      ,500429,UNIENTER
INE038F01029,TV TODAY NETWORK LTD.  ,532515,TVTODAY
INE039O01011,JASH ENGINEERING LIMITED      ,204665,JASH
INE03YM01018,Chemcon Speciality Chemicals L,543233,CHEMCON
INE040D01038,MAYUR UNIQUOTERS LTD.  ,522249,MAYURUNIQ
INE041A01016,DHAMPUR SUGAR MILLS LTD.      ,500119,DHAMPURSUG
INE045A01017,ADOR WELDING LTD.      ,517041,ADORWELD
INE045B01015,NELCO LTD.      ,504112,NELCO
INE045J01026,FINEOTEX CHEMICAL LTD. ,533333,FCL
INE046A01015,RELIANCE INDUSTRIAL INFRASTRUC,523445,RIIL
INE050H01012,RANE (MADRAS) LTD.     ,532661,RML
INE050M01012,VARDHMAN SPECIAL STEELS LTD.  ,534392,VSSL
INE060901019,Likhitha Infrastructure Limite,543240,LIKHITHA
INE062D01024,ALICON CASTALLOY LIMITED      ,531147,ALICON
INE064A01026,TIMEX GROUP INDIA LTD. ,500414,
INE064L01015,GLOBUS CONSTRUCTORS & DEVELOPE,526025,
INE066O01014,WONDERLA HOLIDAYS LTD  ,538268,WONDERLA
INE068B01017,SAINT-GOBAIN SEKURIT INDIA LTD,515043,
INE068L01016,CANTABIL RETAIL INDIA LTD.    ,533267,CANTABIL
INE070I01018,INSECTICIDES (INDIA) LTD.     ,532851,INSECTICID
INE071F01012,ANJANI PORTLAND CEMENT LTD.   ,518091,APCL
INE073G01016,ASSOCIATED ALCOHOLS & BREWERIE,507526,ASALCBR
INE075D01018,G.M.BREWERIES LTD.     ,507488,GMBREW
INE076B01028,SIYARAM SILK MILLS LTD.,503811,SIYSIL
INE076C01018,IFB AGRO INDUSTRIES LTD.      ,507438,IFBAGRO
INE077F01035,GOCL Corporation Limited      ,506480,GOCLCORP
INE082A01010,KOPRAN LTD.     ,524280,KOPRAN
INE083B01016,THEMIS MEDICARE LTD.   ,530199,THEMISMED
INE083C01022,PLASTIBLENDS INDIA LTD.,523648,PLASTIBLEN
INE085J01014,THANGAMAYIL JEWELLERY LTD     ,533158,THANGAMAYL
INE086A01029,ELECTROSTEEL CASTINGS LTD.    ,500128,ELECTCAST
INE087A01019,KESORAM INDUSTRIES LTD.,502937,KESORAMIND
INE091E01039,JAYBHARAT TEXTILES & REAL ESTA,512233,
INE091G01018,JAI BALAJI INDUSTRIES LTD.    ,532976,JAIBALAJI
INE092B01025,INDIA NIPPON ELECTRICALS LTD. ,532240,INDNIPPON
INE094S01041,Mishtann Foods Limited ,539594,
INE096B01018,NUCLEUS SOFTWARE EXPORTS LTD. ,531209,NUCLEUS
INE09EO01013,Aarti Surfactants Limited     ,543210,AARTISURF
INE0CPR01018,EKI Energy Services Limited   ,543284,
INE0DSF01015,Nureca Limited  ,543264,NURECA
INE0EK901012,TARC LIMITED    ,543249,TARC
INE0EMB01015,SUUMAYA CORPORATION LIMITED   ,543274,
INE0FLR01028,Inox Wind Energy Limited      ,543297,IWEL
INE0GFE01018,Exxaro Tiles Limited   ,543327,EXXARO
INE0GYU23027,VIRESCENT RENEW ENER TRUS     ,208250,
INE0H5O01029,Windlas Biotech Limited,543329,WINDLAS
INE102A01024,HLV LIMITED     ,500193,HLVLTD
INE102B01014,CHOICE INTERNATIONAL LTD.     ,531358,
INE103C01036,SMC Global Securities Limited ,543263,SMCGLOBAL
INE105J01010,RPG LIFE SCIENCES LTD. ,532983,RPGLIFE
INE106T01017,HI-TECH PIPES LIMITED  ,204355,HITECH
INE107A01015,TAMIL NADU NEWSPRINT & PAPERS ,531426,TNPL
INE109C01017,ARMAN FINANCIAL SERVICES LTD. ,531179,ARMANFIN
INE110A01019,BPL LTD. ,500074,BPL
INE116G01013,VARDHAMAN ACRYLICS LTD ,201471,VARDHACRLC
INE118K01011,BINNY LTD.      ,514215,
INE121N01019,THEJO ENGINEERING LIMITED     ,204968,THEJO
INE124E01020,STEELCAST LTD.  ,513517,
INE126M01010,Yaarii Digital Integrated Serv,533520,YAARII
INE127I01024,Goodluck India Limited ,530655,GOODLUCK
INE130L01014,ENKEI WHEELS (INDIA) LTD.     ,533477,
INE131C01011,DISA INDIA LTD. ,500068,
INE133E01013,TILAKNAGAR INDUSTRIES LTD.    ,507205,TI
INE133Y01011,IFGL Refractories Limited     ,540774,IFGLEXPOR
INE136C01044,GOPALA POLYPLAST LTD.  ,526717,
INE138C01024,KANORIA CHEMICALS & INDUSTRIES,506525,KANORICHEM
INE142I01023,TAKE SOLUTIONS LTD.    ,532890,TAKE
INE143A01010,Oswal Greentech Limited,539290,BINDALAGRO
INE147A01011,SOUTHERN PETROCHEMICALS LTD.  ,590030,SPIC
INE148A01019,TAMILNADU PETROPRODUCTS LTD.  ,500777,TNPETRO
INE149K01016,SANDUR MANGANESE & IRON ORES L,504918,
INE151G01010,SHAILY ENGINEERING PLASTICS LT,501423,
INE152B01027,GATI LTD.,532345,GATI
INE153A01019,MAHANAGAR TELEPHONE NIGAM LTD.,500108,MTNL
INE154U01015,Max Ventures and Industries Li,539940,MAXVIL
INE155G01029,NEW DELHI TELEVISION LTD.     ,532529,NDTV
INE156A01020,INDO RAMA SYNTHETICS (INDIA) L,500207,INDORAMA
INE162A01010,GUJARAT INDUSTRIES POWER CO.LT,517300,GIPCL
INE162B01018,LUMAX INDUSTRIES LTD.  ,517206,LUMAXIND
INE162D01014,EMRALD COMMERCIAL LIMITED     ,205366,
INE166R01015,NATIONAL STANDARD (INDIA) LTD.,504882,
INE170E01023,SATIA INDUSTRIES LIMITED      ,539201,SATIA
INE170V01019,Salasar Techno Engineering Lim,540642,SALASAR
INE177F01017,KOVAI MEDICAL CENTER & HOSPITA,523323,KOVAI
INE178A01016,CHENNAI PETROLEUM CORPORATION ,500110,CHENNPETRO
INE184H01027,EVEREST KANTO CYLINDER LTD.   ,532684,EKC
INE188B01013,IGARASHI MOTORS INDIA LTD.    ,517380,IGARASHI
INE189I01024,NELCAST LTD.    ,532864,NELCAST
INE191A01027,Orchid Pharma Limited  ,524372,ORCHPHARMA
INE192H01012,GRM OVERSEAS LTD.      ,531449,
INE193B01039,AYM Syntex Limited     ,508933,AYMSYNTEX
INE194D01017,ASIAN STAR CO.LTD.     ,531847,
INE199G01027,JAGRAN PRAKASHAN LTD.  ,532705,JAGRAN
INE200D01020,MEDIA MATRIX WORLDWIDE LTD.   ,512267,
INE201K01015,EXPLEO SOLUTIONS LIMITED      ,533121,EXPLEOSOL
INE202Z01029,SUNDARAM FINANCE HOLD LTD     ,200995,SUNDARMHLD
INE204I01013,EXDON TRADING CO.LTD.  ,512017,
INE205B01023,ELECON ENGINEERING CO.LTD.    ,505700,ELECON
INE206N01018,RAVINDRA ENERGY LIMITED,504341,
INE209B01025,RICO AUTO INDUSTRIES LTD.     ,520008,RICOAUTO
INE211R01019,Power Mech Projects Limited   ,539302,POWERMECH
INE212I01016,S.P. Apparels Limited  ,540048,SPAL
INE213C01025,BANCO PRODUCTS (INDIA) LTD.   ,500039,BANCOINDIA
INE213D01015,Beekay Steel Industries Ltd.  ,539018,
INE217G01035,PROSEED INDIA LIMITED  ,590057,PROINDIA
INE220J01025,Future Consumer Limited,533400,FCONSUMER
INE221B01012,DYNAMATIC TECHNOLOGIES LTD.   ,505242,DYNAMATECH
INE221H01019,GTL INFRASTRUCTURE LTD.,532775,GTLINFRA
INE225B01021,FERMENTA BIOTECH LIMITED      ,506414,
INE225C01029,UDAIPUR CEMENT WORKS LTD.     ,530131,
INE226H01026,SADBHAV ENGINEERING LTD.      ,532710,SADBHAV
INE227C01017,M.M.FORGINGS LTD.      ,522241,MMFL
INE228D01013,ORISSA SPONGE IRON & STEEL LTD,504864,
INE229H01012,NITIN SPINNERS LTD.    ,532698,NITINSPIN
INE231F01020,Sasken Technologies Limited   ,532663,SASKEN
INE232A01011,SHREE DIGVIJAY CEMENT CO.LTD. ,502180,SHREDIGCEM
INE232N01022,KELVIN FINCAP LTD      ,512113,
INE234A01025,NOVARTIS INDIA LTD.    ,500672,NOVARTIND
INE239C01020,STYLAM INDUSTRIES LIMITED     ,526951,STYLAMIND
INE243D01012,BF UTILITIES LTD.      ,532430,BFUTILITIE
INE244B01030,PATEL ENGINEERING LTD. ,531120,PATELENG
INE244J01017,RANE BRAKE LINING LTD. ,532987,RBL
INE246B01019,RAMCO SYSTEMS LTD.     ,532370,RAMCOSYS
INE250A01039,KIRLOSKAR INDUSTRIES LTD      ,500243,KIRLOSIND
INE250B01029,VINYL CHEMICALS (INDIA) LTD.  ,524129,VINYLINDIA
INE250K01012,D-LINK (INDIA) LTD     ,533146,DLINKINDIA
INE251B01027,ZEN TECHNOLOGIES LTD.  ,533339,ZENTEC
INE255D01024,GULSHAN POLYOLS LTD.   ,532457,GULPOLY
INE256H01015,DYNEMIC PRODUCTS LTD.  ,532707,DYNPRO
INE262A01018,HMT LTD. ,500191,HMT
INE264T01014,Capacit'e Infraprojects Limite,540710,CAPACITE
INE265F01028,ENTERTAINMENT NETWORK (INDIA) ,532700,ENIL
INE266D01021,GRAUER & WEIL (INDIA) LTD.    ,505710,GRAUWEIL
INE266F01018,APTECH LTD.     ,532475,APTECHT
INE266Y01019,D. P. ABHUSHAN LIMITED ,201765,DPABHUSHAN
INE270I01014,VISHNU CHEMICALS LTD.  ,516072,VISHNU
INE274C01019,WENDT (INDIA) LTD.     ,505412,WENDT
INE274V01019,Shankara Building Products Lim,540425,SHANKARA
INE275B01026,HUHTAMAKI INDIA LIMITED,509820,HUHTAMAKI
INE275D01022,AMINES & PLASTICIZERS LTD.    ,506248,
INE276C01014,EIH ASSOCIATED HOTELS LTD.    ,523127,EIHAHOTELS
INE276G01015,ASIAN ENERGY SERVICES LTD     ,530355,
INE277A01016,SWARAJ ENGINES LTD.    ,500407,SWARAJENG
INE277B01014,PUNJAB CHEMICALS AND CROP PROT,506618,PUNJABCHEM
INE277T01016,SEACOAST SHIPPING SERVICES LIM,542753,
INE278H01035,Sandhar Technologies Limited  ,541163,SANDHAR
INE278M01019,Navkar Corporation Limited    ,539332,NAVKARCORP
INE278R01034,Karda Constructions Limited   ,541161,KARDA
INE279A01012,UNIVERSAL CABLES LTD.  ,504212,UNIVCABLES
INE280H01015,SAHYADRI INDUSTRIES LTD.      ,532841,
INE284B01028,TGV SRAAC Limited      ,507753,
INE285C01015,VOITH PAPER FABRICS INDIA LTD.,522122,
INE289B01019,GIC HOUSING FINANCE LTD.      ,511676,GICHSGFIN
INE290A01027,NAHAR SPINNING MILLS LTD.     ,500296,NAHARSPING
INE291D01011,KDDL LTD.,532054,KDDL
INE292B01021,HBL POWER SYSTEMS LTD. ,517271,HBLPOWER
INE294B01019,SML ISUZU LIMITED      ,505192,SMLISUZU
INE294Z01018,The Anup Engineering Ltd      ,542460,ANUP
INE295A01018,EVEREST INDUSTRIES LTD.,508906,EVERESTIND
INE295D01020,NACL Industries Limited,524709,NACLIND
INE295F01017,BUTTERFLY GANDHIMATHI APPLIANC,517421,BUTTERFLY
INE296E01026,RAJAPALAYAM MILLS LTD. ,532503,
INE296G01013,MUTHOOT CAPITAL SERVICES LTD. ,511766,MUTHOOTCAP
INE297H01019,GALLANTT METAL LTD.    ,532726,GALLANTT
INE298G01027,AJMERA REALTY & INFRA INDIA LT,513349,AJMERA
INE300A01016,GOODRICKE GROUP LTD.   ,500166,
INE304A01026,MUKAND LTD.     ,500460,MUKANDLTD
INE305A01015,TOURISM FINANCE CORPORATION OF,526650,TFCILTD
INE305C01029,PANAMA PETROCHEM LTD.  ,524820,PANAMAPET
INE306A01021,BAJAJ HINDUSTHAN SUGAR LIMITED,500032,BAJAJHIND
INE306L01010,Quick Heal Technologies Limite,539678,QUICKHEAL
INE308A01027,NAHAR POLYFILMS LTD.   ,523391,NAHARPOLY
INE308E01029,SVP GLOBAL VENTURES LTD.      ,505590,SVPGLOB
INE312C01025,SYNCOM FORMULATIONS (INDIA) LT,524470,
INE314S01019,ALBA POLYMERS LIMITED  ,203288,
INE314T01025,Gokul Agro Resources Ltd      ,539725,GOKULAGRO
INE320B01020,CENTUM ELECTRONICS LTD.,517544,CENTUM
INE321D01016,ORIENTAL CARBON & CHEMICALS LT,506579,OCCL
INE323C01030,INDIAN HUME PIPE CO.LTD.      ,504741,INDIANHUME
INE325D01017,SINDHU TRADE LINKS LIMITED    ,532029,
INE330H01018,RELIANCE COMMUNICATIONS LTD.  ,532712,RCOM
INE334A01023,STERLING TOOLS LTD.    ,530759,STERTOOLS
INE334L01012,Ujjivan Financial Services Lim,539874,UJJIVAN
INE335K01011,Coffee Day Enterprises Limited,539436,COFFEEDAY
INE336H01023,GAYATRI PROJECTS LTD.  ,532767,GAYAPROJ
INE337A01034,L.G.BALAKRISHNAN & BROS.LTD.  ,500250,LGBBROSLTD
INE338D01028,BODAL CHEMICALS LTD.   ,524370,BODALCHEM
INE344S01016,INFOBEANS TECHNO. LTD. ,203334,INFOBEAN
INE345B01019,CEREBRA INTEGRATED TECHNOLOGIE,532413,CEREBRAINT
INE345D01031,LS INDUSTRIES LTD.     ,514446,
INE345H01016,CAPITAL INDIA FINANCE LIMITED ,530879,
INE346W01013,Apex Frozen Foods Limited     ,540692,APEX
INE347A01017,MANGALAM CEMENT LTD.   ,502157,MANGLMCEM
INE348A01023,ASHAPURA MINECHEM LTD. ,527001,ASHAPURMIN
INE349A01021,NRB BEARINGS LTD.      ,530367,NRBBEARING
INE349W01017,AVADH SUGAR & ENERGY LIMITED  ,540649,AVADHSUGAR
INE350H01032,B.L.KASHYAP AND SONS LTD.     ,532719,BLKASHYAP
INE350Z01018,Gloster Ltd     ,542351,
INE351A01035,UNICHEM LABORATORIES LTD.     ,506690,UNICHEMLAB
INE351Y01019,BETA DRUGS LIMITED     ,203739,BETA
INE353A01023,NXTDIGITAL LIMITED     ,500189,NXTDIGITAL
INE354C01027,Bhageria Industries Limited   ,530803,BHAGERIA
INE358U01012,ZOTA HEALTH CARE LIMITED      ,203811,ZOTA
INE360C01024,DPSC LIMITED    ,202249,DPSCLTD
INE362D01010,VIJAY SOLVEX LTD.      ,531069,
INE365B01017,DATAMATICS GLOBAL SERVICES LTD,532528,DATAMATICS
INE365D01021,ASHIANA HOUSING LTD.   ,523716,ASHIANA
INE365I01020,N.B.I. IND. FIN. CO. LTD      ,201684,NBIFIN
INE366A01041,DWARIKESH SUGAR INDUSTRIES LTD,532610,DWARKESH
INE369A01029,EXCEL INDUSTRIES LTD.  ,500650,EXCELINDUS
INE370D01013,MANGALAM ORGANICS LIMITED     ,514418,MANORG
INE372C01029,PRECISION WIRES INDIA LTD.    ,523539,PRECWIRE
INE374E01021,BMW INDUSTRIES LIMITED ,542669,
INE384A01010,RANE HOLDINGS LTD.     ,505800,RANEHOLDIN
INE384C01016,YUKEN INDIA LTD.,522108,YUKEN
INE386C01029,ASTRA MICROWAVE PRODUCTS LTD. ,532493,ASTRAMICRO
INE386D01027,SHIVALIK BIMETAL CONTROLS LTD.,513097,SBCL
INE388A01029,GANESH BENZOPLAST LTD. ,500153,GANESHBE
INE390H01012,Kamdhenu Limited,532741,KAMDHENU
INE391J01016,JTL INFRA LIMITED      ,208304,
INE391J01024,JTL INFRA LTD.  ,534600,
INE392A01013,VISAKA INDUSTRIES LTD. ,509055,VISAKAIND
INE393P01035,Prataap Snacks Limited ,540724,DIAMONDYD
INE401H01017,KEWAL KIRAN CLOTHING LTD.     ,532732,KKCL
INE403N01029,MAA JAGDAMBE TRADELINKS LIMITE,511082,
INE405A01021,ULTRAMARINE & PIGMENTS LTD.   ,506685,
INE405C01035,LINCOLN PHARMACEUTICALS LTD.  ,531633,LINCOLN
INE411B01019,VENUS REMEDIES LTD.    ,526953,VENUSREM
INE411U01027,Bajaj Healthcare Limited      ,539872,
INE412G01016,BCL INDUSTRIES LIMITED ,524332,BCLIND
INE414D01019,BHAGIRADHA CHEMICALS & INDUSTR,531719,BHAGCHEM
INE415A01038,HSIL LTD.,500187,HSIL
INE415I01015,KIRI INDUSTRIES LTD.   ,532967,KIRIINDUS
INE416D01022,BLISS GVS PHARMA LTD.  ,506197,BLISSGVS
INE418B01048,VAARAD VENTURES LTD    ,532320,
INE419D01026,CHAMAN LAL SETIA EXPORTS LTD. ,530307,CLSEL
INE419M01019,T D POWER SYSTEMS LTD. ,533553,TDPOWERSYS
INE421C01016,TVS SRICHAKRA LTD.     ,509243,TVSSRICHAK
INE428Q01011,Suryoday Small Finance Bank Li,543279,SURYODAY
INE429E01023,SAFARI INDUSTRIES (INDIA) LTD.,523025,SAFARI
INE430N01014,VISHWARAJ SUGAR IND LTD,208313,
INE430N01022,Vishwaraj Sugar Industries Lim,542852,VISHWARAJ
INE435A01028,ANDHRA PAPER LIMITED   ,502330,ANDHRAPAP
INE435C01024,TEXMACO INFRASTRUCTURE & HOLDI,505400,TEXINFRA
INE435D01014,MAC CHARLES (INDIA) LTD.      ,507836,
INE439E01022,SKIPPER LTD     ,538562,SKIPPER
INE445C01015,XPRO INDIA LTD. ,590013,XPROINDIA
INE448G01010,NATH BIO-GENES (INDIA) LTD    ,537291,NATHBIOGEN
INE449A01011,AUTOMOTIVE AXLES LTD.  ,505010,AUTOAXLES
INE449C01025,ANDREW YULE & COMPANY LTD.    ,526173,ANDREWYU
INE450D01021,PITTI ENGINEERING LIMITED     ,513519,PITTIENG
INE451A01017,FORCE MOTORS LTD.      ,500033,FORCEMOT
INE452N01026,PINE ANIMATION LIMITED ,511421,
INE452O01016,FUTURE LIFESTYLE FASHIONS LTD ,536507,FLFL
INE454M01024,NAGARJUNA FERTILIZERS AND CHEM,539917,NAGAFERT
INE456C01020,DFM FOODS LTD.  ,519588,DFMFOODS
INE457L01011,PG ELECTROPLAST LTD.   ,533581,PGEL
INE460C01014,GANESH HOUSING CORPORATION LTD,526367,GANESHHOUC
INE461B01014,REPRO INDIA LTD.,532687,REPRO
INE464A01028,BHARAT BIJLEE LTD.     ,503960,BBL
INE473D01015,Kingfa Science & Technology (I,524019,KINGFA
INE477B01010,Dhunseri Ventures Limited     ,523736,DVL
INE479D01038,KRITI INDUSTRIES (INDIA) LTD. ,526423,KRITI
INE480D01010,Niyogin Fintech Limited,538772,
INE482D01024,ACRYSIL LTD.    ,524091,ACRYSIL
INE482Z01019,East India Securities Limited ,541053,
